Meditation,Attention,F8 -T4 ,F7 -T3 
59,58,696,-134
58,55,697,-128
61,55,699,-130
54,53,698,-129
60,55,697,-134
60,57,696,-136
59,57,689,-130
59,55,697,-133
58,57,696,-134
63,51,704,-132
61,55,703,-135
59,56,704,-131
59,55,699,-133
61,54,699,-129
56,50,703,-128
60,56,702,-133
61,57,704,-127
59,54,706,-134
61,52,704,-131
59,54,704,-128
60,51,702,-131
60,54,697,-134
58,58,696,-125
61,56,697,-126
59,53,697,-126
59,52,695,-126
59,54,695,-133
57,53,694,-132
58,51,699,-128
63,56,695,-128
58,50,702,-130
63,52,704,-131
59,53,700,-129
63,52,702,-130
60,55,699,-134
61,54,702,-134
60,54,701,-134
61,52,705,-132
59,47,709,-129
58,49,704,-130
60,57,696,-127
57,61,695,-131
62,57,701,-130
64,55,701,-127
61,54,705,-129
61,53,706,-130
58,55,706,-128
58,55,702,-128
62,53,705,-132
59,54,705,-132
60,55,704,-132
59,52,704,-132
59,53,703,-132
63,55,701,-135
62,54,703,-136
60,53,703,-130
61,55,698,-133
60,56,701,-134
60,49,705,-137
61,49,703,-135
63,55,699,-129
63,53,700,-130
62,54,699,-130
59,54,697,-131
60,59,696,-127
60,62,698,-132
59,61,700,-134
62,58,700,-127
60,53,701,-135
63,54,697,-132
62,50,698,-131
55,54,694,-131
60,52,697,-130
55,55,696,-127
63,52,697,-129
60,56,695,-130
57,55,696,-135
56,55,694,-131
61,56,697,-130
59,51,702,-130
62,53,704,-133
60,55,702,-130
58,56,700,-127
59,54,700,-127
58,54,699,-127
58,54,698,-129
59,53,702,-130
59,49,705,-131
60,50,703,-132
57,54,696,-130
60,56,700,-129
60,52,702,-130
62,52,707,-129
62,56,702,-129
59,58,700,-131
62,53,701,-132
59,54,704,-129
61,55,702,-130
56,54,701,-129
60,55,696,-131
59,55,694,-134
61,54,694,-136
59,53,694,-134
58,53,697,-133
60,52,697,-131
61,52,700,-130
61,52,700,-130
61,51,702,-130
63,59,695,-130
63,58,697,-131
64,52,698,-125
61,53,701,-128
62,55,704,-131
64,56,700,-132
63,57,700,-136
63,52,695,-132
65,54,701,-135
59,55,701,-132
64,59,701,-133
60,56,701,-134
61,56,698,-132
62,49,698,-131
57,58,693,-131
61,55,700,-133
61,53,699,-132
64,55,699,-128
56,53,698,-127
56,54,700,-130
57,53,701,-134
60,54,704,-132
61,55,703,-134
58,51,707,-130
58,52,710,-133
62,51,708,-133
61,56,704,-128
57,54,706,-131
61,52,705,-132
57,53,705,-131
65,52,705,-127
56,50,704,-130
61,52,701,-132
59,53,701,-129
58,59,700,-132
58,54,701,-133
59,56,699,-131
59,53,699,-136
63,53,697,-131
61,52,697,-133
61,52,694,-133
56,54,694,-128
60,55,696,-129
58,54,698,-128
60,57,700,-129
61,53,703,-133
58,56,705,-132
57,50,707,-132
61,57,702,-128
62,56,702,-126
59,54,702,-128
62,59,703,-131
62,58,700,-130
63,55,702,-132
58,53,700,-134
60,55,700,-132
61,58,696,-134
62,57,696,-132
57,53,698,-134
60,54,695,-137
60,50,697,-133
62,53,697,-130
58,53,698,-135
58,55,698,-132
55,52,697,-134
62,54,695,-137
56,54,692,-135
60,54,692,-135
63,52,693,-135
58,55,693,-136
59,55,695,-132
57,54,696,-132
60,52,700,-130
60,55,698,-129
60,57,700,-133
60,54,699,-132
65,52,704,-130
61,57,698,-130
60,57,697,-129
61,52,702,-127
57,54,698,-129
60,54,698,-129
64,56,695,-127
56,56,695,-130
62,56,696,-134
59,53,702,-132
59,57,700,-134
59,57,701,-131
59,62,694,-129
58,57,700,-133
61,59,701,-133
58,55,702,-131
60,56,703,-129
60,55,704,-132
66,55,702,-129
59,49,704,-129
58,56,702,-130
60,60,702,-129
59,56,706,-127
58,54,703,-125
59,52,705,-127
59,55,703,-130
58,56,703,-130
58,53,706,-128
62,57,703,-132
64,55,701,-132
59,56,699,-131
57,55,698,-127
59,56,700,-131
62,57,702,-133
63,57,704,-131
58,51,709,-132
60,54,702,-136
56,59,699,-130
59,58,696,-132
59,58,696,-131
58,56,696,-132
62,58,700,-131
60,55,700,-129
60,53,701,-130
58,53,701,-131
60,54,699,-135
61,48,704,-136
63,55,700,-133
58,59,696,-133
56,60,693,-130
63,56,695,-133
58,52,699,-130
58,52,699,-132
61,50,703,-134
58,54,702,-133
62,57,703,-134
61,61,702,-133
59,56,703,-129
57,55,704,-131
59,55,702,-132
61,57,698,-131
59,57,697,-130
60,51,701,-131
59,53,701,-130
57,54,701,-131
60,58,699,-131
59,57,701,-131
62,56,700,-130
58,57,694,-136
55,54,691,-128
59,55,695,-130
58,56,698,-127
62,54,698,-132
60,57,699,-134
60,54,699,-133
60,52,698,-132
61,54,696,-131
56,56,693,-134
63,55,693,-130
61,52,699,-129
60,50,700,-134
56,52,697,-134
59,54,694,-133
59,57,694,-132
58,54,698,-134
61,54,694,-134
58,53,699,-136
60,54,698,-135
61,56,693,-133
61,57,697,-131
61,54,699,-131
62,57,704,-129
59,53,702,-129
59,55,701,-132
65,57,698,-129
63,57,697,-128
59,51,698,-131
57,51,698,-129
57,51,700,-131
60,52,700,-130
62,55,700,-134
61,60,697,-130
60,54,702,-130
61,54,701,-136
60,57,698,-135
57,55,699,-136
61,54,705,-134
61,50,703,-131
61,54,700,-130
56,56,698,-126
58,53,700,-131
61,52,701,-130
60,54,702,-126
59,51,702,-127
62,54,700,-124
57,53,699,-126
60,55,700,-126
57,54,701,-128
58,54,701,-127
57,54,701,-128
60,56,699,-128
63,57,695,-131
60,55,696,-132
57,48,701,-131
61,49,704,-129
63,53,704,-127
59,52,703,-134
61,52,698,-137
60,54,698,-133
59,57,698,-132
59,62,697,-135
60,59,700,-131
58,54,701,-132
57,51,704,-134
59,55,704,-131
61,55,701,-132
63,55,697,-136
58,55,697,-132
61,53,700,-129
60,54,702,-130
57,57,700,-134
60,53,701,-135
59,54,697,-132
59,56,696,-129
58,55,696,-125
58,57,700,-131
59,56,700,-134
60,57,704,-132
61,56,705,-132
61,52,708,-131
61,57,706,-133
60,55,704,-132
57,57,702,-132
56,55,702,-137
60,56,700,-133
60,53,702,-130
59,55,702,-133
61,53,699,-136
58,54,702,-130
60,54,703,-125
57,55,704,-129
61,52,707,-131
58,54,703,-133
60,57,704,-129
57,55,703,-127
59,55,703,-130
62,56,703,-131
60,57,697,-126
61,53,701,-125
60,52,702,-129
56,54,699,-129
56,54,697,-131
59,52,699,-135
56,52,699,-126
61,52,700,-130
63,54,695,-133
61,55,696,-130
59,54,698,-131
63,51,698,-131
57,50,700,-129
59,56,696,-131
60,54,700,-133
58,55,701,-133
62,53,701,-132
63,53,702,-134
62,58,698,-135
58,57,700,-134
59,58,698,-129
59,56,696,-129
63,52,698,-130
62,52,695,-133
56,55,695,-126
60,53,695,-134
60,56,695,-134
62,55,694,-137
58,55,697,-137
57,53,695,-133
60,52,698,-131
60,57,692,-132
58,55,693,-136
61,56,690,-130
59,53,694,-130
61,53,694,-134
61,56,695,-135
60,53,693,-136
58,54,694,-139
60,51,696,-134
62,52,697,-129
58,54,698,-131
59,51,698,-134
60,56,700,-134
63,56,702,-132
59,53,705,-133
57,57,699,-131
57,55,701,-133
60,57,702,-128
58,58,704,-127
59,58,702,-132
63,55,706,-132
59,54,708,-131
58,53,707,-131
59,51,708,-130
63,54,706,-129
59,59,704,-128
60,59,704,-128
61,51,710,-126
64,51,709,-126
59,53,705,-129
59,54,704,-132
62,54,707,-130
56,52,704,-129
61,56,699,-127
62,55,699,-129
60,55,703,-130
60,54,707,-128
58,50,702,-127
60,52,698,-128
60,58,698,-130
59,55,696,-130
57,55,698,-130
57,53,698,-129
60,48,705,-126
60,55,701,-126
57,55,702,-128
60,61,696,-130
61,56,701,-133
60,54,698,-132
54,53,703,-131
61,53,702,-129
59,52,705,-129
63,55,708,-130
57,55,704,-128
57,56,703,-128
58,57,693,-131
59,58,695,-133
59,54,699,-131
62,53,698,-129
59,51,698,-125
58,52,697,-130
60,53,697,-132
63,53,700,-132
58,51,702,-127
59,52,702,-122
59,55,705,-129
60,57,701,-132
60,57,699,-129
60,53,698,-133
55,54,697,-133
60,52,699,-128
63,53,698,-128
61,50,701,-132
60,53,697,-134
61,53,697,-130
57,59,694,-127
61,55,697,-126
60,52,699,-130
57,55,698,-127
59,56,697,-133
60,56,696,-129
62,56,695,-132
63,54,696,-125
57,55,701,-128
59,54,702,-128
59,52,702,-133
59,57,700,-134
59,54,701,-128
61,53,700,-133
60,55,701,-137
58,53,700,-131
59,48,708,-130
57,50,704,-128
59,54,699,-131
58,56,698,-136
62,57,695,-134
59,54,700,-130
61,52,697,-127
58,55,697,-131
56,53,700,-130
61,52,700,-129
61,52,701,-126
63,56,698,-125
61,55,696,-129
59,57,695,-126
62,54,700,-128
60,55,701,-132
60,56,700,-129
56,52,699,-131
58,54,699,-131
59,51,697,-128
61,50,696,-128
58,54,699,-128
63,49,703,-128
61,53,703,-127
61,53,703,-131
60,54,701,-130
59,51,701,-131
60,55,698,-134
58,54,700,-128
58,54,698,-128
60,51,700,-136
60,53,700,-135
59,55,698,-135
57,53,699,-133
61,54,698,-130
60,56,699,-126
62,56,700,-131
59,55,702,-130
61,53,699,-127
61,53,696,-131
60,54,696,-132
59,54,697,-132
59,52,701,-129
60,53,698,-130
59,53,696,-133
60,56,693,-129
58,57,696,-132
58,53,701,-133
59,53,702,-132
63,52,702,-131
61,54,699,-132
61,57,697,-136
58,53,698,-131
61,56,696,-130
61,54,698,-127
60,57,696,-134
59,57,694,-137
59,55,695,-132
58,52,695,-134
58,52,694,-130
60,58,691,-137
60,56,697,-137
60,54,693,-133
57,52,700,-133
59,49,704,-130
60,52,703,-130
61,53,700,-128
60,55,700,-128
60,58,697,-133
60,56,697,-135
57,57,692,-136
57,52,695,-130
60,52,695,-134
57,53,695,-132
59,50,696,-129
58,53,693,-136
59,53,691,-136
57,54,692,-134
58,54,695,-130
59,55,698,-133
59,59,697,-134
62,60,695,-134
62,62,693,-131
62,56,700,-129
61,55,702,-128
57,56,708,-130
61,56,707,-128
59,55,708,-130
58,58,703,-132
60,51,707,-130
63,54,706,-132
57,53,703,-131
58,54,700,-131
56,54,700,-129
61,54,700,-130
61,53,702,-130
59,53,700,-133
60,50,701,-128
61,51,701,-127
62,53,700,-125
61,53,701,-128
62,55,701,-129
63,54,699,-128
63,56,700,-129
62,56,696,-127
61,55,698,-129
59,54,698,-132
56,52,701,-129
57,51,704,-130
63,51,704,-129
60,52,703,-129
60,52,705,-130
58,57,703,-130
61,59,699,-126
61,54,702,-127
60,57,703,-131
63,50,706,-131
60,55,705,-126
61,49,707,-126
56,50,706,-128
61,53,699,-129
58,55,695,-130
64,56,694,-130
57,51,696,-133
56,51,697,-137
58,51,698,-134
64,53,697,-131
62,54,698,-131
60,56,699,-135
55,56,700,-133
60,54,699,-129
61,54,701,-134
59,52,705,-133
62,49,711,-137
56,50,709,-130
60,54,706,-129
61,53,706,-131
60,55,708,-137
59,54,708,-132
62,54,703,-128
61,52,704,-137
58,56,699,-135
61,55,699,-130
62,52,700,-132
60,54,696,-129
57,57,695,-129
62,55,696,-131
59,52,696,-136
60,50,697,-131
61,53,696,-132
58,52,697,-132
60,54,700,-131
58,52,703,-131
59,54,703,-128
61,52,701,-129
64,53,701,-127
60,54,699,-127
61,49,707,-131
57,52,702,-135
58,52,702,-134
62,55,697,-130
58,55,699,-129
59,56,694,-127
59,55,691,-131
62,53,693,-133
58,52,696,-137
58,52,697,-134
60,56,696,-133
60,61,697,-134
58,59,698,-132
59,55,697,-129
58,54,698,-135
58,51,703,-135
60,51,703,-130
63,52,700,-125
62,59,698,-129
61,57,697,-131
60,52,700,-130
59,53,700,-128
59,56,699,-129
61,53,702,-131
63,56,699,-130
58,55,698,-132
62,58,697,-134
57,59,695,-132
58,57,696,-132
60,60,693,-131
56,55,693,-128
61,56,697,-131
57,53,704,-126
60,52,710,-127
58,56,704,-128
61,57,701,-131
62,51,703,-130
59,50,704,-130
60,53,703,-130
60,54,700,-132
60,54,701,-130
59,50,706,-130
60,56,701,-130
61,55,699,-125
62,55,700,-128
57,53,699,-130
60,53,701,-129
62,56,702,-127
65,56,698,-125
65,55,700,-129
63,56,699,-130
64,57,701,-130
62,57,699,-130
59,59,699,-131
61,54,703,-130
58,56,700,-131
54,58,702,-133
58,59,700,-130
60,59,701,-129
60,56,700,-129
61,50,705,-133
57,54,704,-130
60,54,705,-127
61,59,701,-128
60,54,705,-133
63,53,703,-135
58,57,698,-132
62,58,691,-133
59,57,695,-136
57,58,696,-132
58,56,698,-131
59,55,699,-132
57,51,697,-135
56,54,699,-131
59,51,699,-123
61,53,702,-125
59,52,698,-131
59,53,696,-133
58,55,694,-134
58,55,694,-132
59,54,699,-130
60,53,697,-133
59,56,693,-134
58,56,693,-135
58,55,693,-137
62,52,694,-136
62,55,695,-133
58,55,694,-131
58,53,693,-129
58,51,697,-134
61,52,695,-134
56,56,690,-132
59,54,694,-130
61,56,689,-130
58,50,696,-128
58,52,695,-134
60,54,699,-133
57,54,698,-138
57,53,697,-132
58,50,699,-131
56,52,698,-128
60,50,702,-130
60,55,701,-130
58,57,700,-128
59,56,698,-128
59,55,696,-128
57,49,699,-128
60,53,703,-128
57,49,710,-132
60,55,703,-135
60,56,702,-133
60,55,702,-127
61,54,702,-130
61,54,701,-126
62,59,698,-130
59,56,696,-129
59,56,695,-127
66,55,694,-130
57,48,704,-129
59,49,706,-132
57,49,707,-137
60,50,707,-132
59,52,704,-126
61,55,699,-130
58,53,696,-133
58,53,697,-133
60,56,697,-134
56,52,699,-135
57,54,696,-136
60,52,697,-135
58,52,701,-131
59,51,702,-128
61,52,698,-130
61,54,691,-136
63,53,694,-130
58,53,695,-131
56,53,699,-131
62,52,698,-134
60,52,700,-129
61,50,699,-126
55,52,701,-126
57,55,698,-129
59,57,699,-130
57,55,700,-125
60,56,700,-129
54,57,697,-131
58,54,699,-131
61,53,702,-131
59,50,705,-124
55,54,702,-132
58,57,699,-130
61,58,701,-131
57,56,701,-130
58,56,698,-134
58,55,700,-133
59,54,698,-131
59,55,698,-128
59,50,704,-127
60,52,704,-129
59,52,703,-130
57,56,699,-129
60,56,693,-131
59,54,697,-129
61,54,698,-126
59,55,697,-128
59,53,699,-127
59,55,698,-129
59,54,700,-128
57,53,700,-127
57,59,698,-127
60,56,697,-130
60,57,697,-132
60,54,697,-130
61,52,702,-130
61,55,702,-132
60,56,706,-129
59,57,707,-133
60,57,707,-130
59,59,704,-124
60,58,702,-129
58,52,703,-134
58,52,703,-133
57,56,705,-125
57,55,706,-131
59,54,711,-129
62,52,711,-131
57,55,706,-134
60,59,700,-131
55,57,699,-131
62,58,695,-133
61,57,696,-133
63,54,697,-127
63,52,696,-129
62,55,696,-136
62,54,696,-134
58,54,695,-133
56,59,689,-138
62,54,694,-140
61,55,693,-139
58,53,695,-139
58,52,696,-137
59,52,695,-125
57,50,694,-127
58,49,695,-133
61,54,695,-130
60,54,693,-132
60,56,696,-130
59,55,698,-131
59,53,701,-133
60,52,700,-127
59,53,699,-126
60,54,698,-124
61,52,699,-126
57,54,699,-136
58,53,701,-127
60,54,698,-128
61,54,700,-131
59,53,699,-129
57,54,703,-132
57,55,705,-132
55,55,701,-130
60,58,699,-133
60,60,697,-133
59,60,702,-133
56,56,701,-129
59,51,701,-130
60,54,700,-131
57,51,704,-130
60,51,700,-131
59,57,702,-129
62,56,701,-128
58,58,702,-130
59,52,704,-127
56,50,706,-127
58,54,705,-127
61,55,701,-129
56,54,703,-127
61,55,703,-127
57,57,701,-127
63,57,699,-123
58,56,698,-127
59,55,700,-129
61,54,703,-131
59,52,706,-128
58,53,702,-128
59,56,701,-129
63,55,700,-128
59,53,704,-125
57,53,705,-124
59,56,701,-125
61,53,701,-129
57,52,701,-127
59,54,699,-127
59,53,698,-123
56,56,698,-129
57,53,698,-133
56,55,699,-136
55,57,697,-132
61,56,700,-130
58,56,697,-132
58,54,700,-131
57,56,695,-131
58,52,696,-127
60,54,699,-129
58,53,700,-129
58,55,698,-131
56,53,700,-130
62,57,699,-131
59,53,702,-132
60,55,698,-129
58,52,702,-131
58,54,701,-135
58,53,701,-130
61,58,702,-129
58,55,705,-132
61,53,704,-131
59,56,699,-131
59,55,698,-132
57,55,698,-133
61,52,700,-136
58,53,699,-132
62,53,700,-130
60,57,693,-132
61,52,694,-131
62,52,696,-129
57,54,696,-131
64,54,699,-132
58,57,698,-128
61,53,700,-134
61,53,703,-129
59,54,700,-129
57,53,702,-132
59,52,702,-132
58,54,702,-127
62,54,699,-130
59,55,699,-131
58,54,701,-132
60,49,705,-129
61,50,702,-127
65,46,702,-134
62,53,697,-131
60,56,693,-133
60,53,699,-137
61,54,695,-133
